id_ligne,id_commande,id_produit,quantite
51810,6096,985,5
51811,36254,618,6
51812,33697,1279,1
51813,22827,1349,9
51814,42410,480,5
51815,47906,315,10
51816,23691,1232,7
51817,34161,936,2
51818,42147,1603,2
51819,998,1478,1
51820,25647,296,8
51821,41437,1936,8
51822,8098,1975,7
51823,38825,217,8
51824,866,622,5
51825,2117,123,1
51826,43993,1453,2
51827,31741,62,8
51828,3440,1945,9
51829,34732,1877,4
51830,32361,827,4
51831,48719,103,7
51832,4548,1584,8
51833,18607,1015,6
51834,49779,472,10
51835,29840,344,4
51836,49431,1768,10
51837,47238,312,7
51838,19863,788,6
51839,11592,301,5
51840,38853,762,8
51841,14581,1680,5
51842,13827,1309,9
51843,31804,293,9
51844,30487,1497,8
51845,20891,345,1
51846,13467,1213,6
51847,22470,1945,5
51848,48400,645,9
51849,30367,697,4
51850,42418,22,4
51851,45808,876,3
51852,44201,572,5
51853,18490,54,1
51854,26229,1342,6
51855,15431,1277,10
51856,2019,1611,9
51857,36874,662,1
51858,35365,1207,9
51859,43951,752,5
51860,34179,495,6
51861,34262,1713,5
51862,22894,105,4
51863,35885,463,2
51864,38330,1253,7
51865,32448,1155,8
51866,13390,1258,6
51867,3932,1964,2
51868,35473,972,2
51869,33120,298,6
51870,39320,491,3
51871,27398,288,4
51872,26459,1963,4
51873,23617,1155,5
51874,1509,1277,3
51875,15681,1859,5
51876,10863,1546,3
51877,45698,887,2
51878,32079,1780,2
51879,19283,626,4
51880,43372,195,6
51881,32700,1365,7
51882,36962,1405,9
51883,47603,48,2
51884,38786,1645,9
51885,1451,158,5
51886,8664,1611,8
51887,14123,1357,2
51888,16592,3,5
51889,49512,1902,4
51890,14720,1487,2
51891,8767,1495,4
51892,8403,1164,3
51893,9135,229,2
51894,32815,901,7
51895,34335,17,3
51896,10072,1412,9
51897,31114,1024,4
51898,45554,1786,8
51899,17666,1002,5
51900,48100,180,7
51901,27965,613,8
51902,8435,975,6
51903,24688,753,1
51904,23812,633,3
51905,45483,955,10
51906,28182,489,4
51907,25609,1672,5
51908,39193,1150,3
51909,13570,1781,9
51910,25008,1330,8
51911,34800,217,2
51912,38747,564,10
51913,34731,5,9
51914,21733,1157,2
51915,16312,1840,10
51916,5733,1735,10
51917,31782,1604,8
51918,16019,1503,2
51919,33256,1386,6
51920,314,1597,9
51921,32698,232,5
51922,20641,523,5
51923,11425,1999,5
51924,49937,146,5
51925,42380,1131,9
51926,15971,1538,3
51927,3704,869,10
51928,32171,126,5
51929,18773,1676,5
51930,9380,1866,2
51931,7616,1584,10
51932,44517,1032,3
51933,9304,910,2
51934,42573,1106,9
51935,44190,1574,1
51936,15365,1860,10
51937,35764,1655,3
51938,1153,1782,8
51939,22168,29,9
51940,13237,1544,4
51941,33739,845,5
51942,1372,1377,10
51943,9702,1955,6
51944,17966,1490,3
51945,4237,657,6
51946,16897,1401,2
51947,3810,1615,1
51948,4139,766,5
51949,46901,898,2
51950,25466,592,2
51951,29054,546,1
51952,12507,619,8
51953,32276,726,2
51954,21856,77,5
51955,10260,2000,6
51956,34080,1784,5
51957,24319,1128,6
51958,43087,1444,4
51959,6218,1035,6
51960,35027,1221,9
51961,570,592,9
51962,25601,299,5
51963,28107,1401,7
51964,33275,161,7
51965,19177,1990,9
51966,32433,1473,9
51967,46978,1915,6
51968,22090,1966,2
51969,3975,475,10
51970,30718,826,3
51971,12404,1327,3
51972,16973,1921,2
51973,32998,1765,8
51974,12819,323,7
51975,35029,897,5
51976,11999,786,5
51977,8444,1615,4
51978,12792,1076,8
51979,43239,1029,10
51980,38036,1505,9
51981,24559,1142,10
51982,17211,335,8
51983,21327,1373,6
51984,37378,27,4
51985,13559,683,4
51986,25825,1380,3
51987,49058,773,10
51988,18399,1826,5
51989,9172,990,2
51990,39464,1525,3
51991,34602,1892,1
51992,36388,1392,4
51993,42287,89,1
51994,26607,1157,1
51995,9044,901,2
51996,44640,775,10
51997,19402,395,10
51998,11803,913,2
51999,21850,1801,8
52000,15598,1266,7
52001,22092,1919,10
52002,44705,1322,5
52003,1457,1702,3
52004,9274,931,4
52005,20648,1379,7
52006,910,103,6
52007,7295,1281,9
52008,32985,663,9
52009,11888,56,4
52010,42951,279,7
52011,10861,1442,5
52012,46648,36,9
52013,7251,823,4
52014,16053,889,6
52015,42086,1809,10
52016,23301,94,10
52017,4576,277,8
52018,44833,788,1
52019,2188,455,5
52020,14645,1361,2
52021,44267,238,2
52022,17014,1777,2
52023,2591,484,9
52024,48797,1355,8
52025,18973,76,2
52026,14807,862,8
52027,13175,925,7
52028,49711,1611,7
52029,18446,1375,4
52030,45680,131,6
52031,16384,1162,5
52032,45021,1878,4
52033,41906,1793,9
52034,36600,1946,1
52035,10771,756,5
52036,38101,1357,10
52037,29139,1954,9
52038,46204,1799,2
52039,41042,829,1
52040,25079,1650,4
52041,20488,467,8
52042,34903,692,3
52043,9572,1799,10
52044,42970,1207,9
52045,49315,1514,10
52046,34062,154,8
52047,858,755,2
52048,6360,401,1
52049,9653,804,2
52050,28529,337,7
52051,43326,683,10
52052,4583,1579,3
52053,48282,1373,6
52054,47434,267,2
52055,26426,1100,3
52056,29958,104,10
52057,33900,94,10
52058,23623,1385,2
52059,19747,1936,5
52060,24093,393,2
52061,26671,866,9
52062,7783,1761,8
52063,23832,376,2
52064,9819,1347,2
52065,44117,752,8
52066,32401,1189,8
52067,48982,1563,6
52068,4246,1263,5
52069,39037,115,1
52070,2277,1090,9
52071,46445,1675,9
52072,2895,1548,10
52073,34479,1189,7
52074,33961,1198,10
52075,35170,1741,4
52076,663,985,4
52077,21813,1621,4
52078,2539,616,1
52079,28380,441,1
52080,41648,1311,3
52081,4569,1517,7
52082,1015,1664,5
52083,21434,77,10
52084,41240,834,9
52085,5320,1546,8
52086,23387,1126,3
52087,33891,1074,10
52088,22172,556,9
52089,14080,1486,1
52090,2633,1785,8
52091,25969,1269,10
52092,33792,1358,6
52093,38399,187,10
52094,48115,1395,2
52095,36271,1182,6
52096,4748,1092,3
52097,42698,820,4
52098,20864,1861,8
52099,33570,749,7
52100,11574,94,6
52101,39201,493,3
52102,25181,730,9
52103,5040,1447,7
52104,14294,1954,6
52105,47473,132,4
52106,44762,1380,1
52107,13323,1291,2
52108,3071,24,10
52109,14670,834,3
52110,26554,1275,6
52111,21236,1869,2
52112,38271,928,10
52113,40247,819,10
52114,29282,104,3
52115,16204,7,7
52116,7719,1179,1
52117,46493,1725,6
52118,22188,1933,4
52119,47000,1852,5
52120,17061,531,9
52121,6465,1466,7
52122,34265,1668,6
52123,23302,1592,9
52124,27956,1258,1
52125,2897,1041,2
52126,36441,1984,3
52127,37776,1015,8
52128,31269,567,4
52129,49258,1436,8
52130,4953,98,8
52131,35505,429,2
52132,42528,183,1
52133,22664,197,5
52134,30956,539,9
52135,34892,1552,10
52136,22053,1985,10
52137,39083,1349,2
52138,35097,1381,8
52139,40212,1278,5
52140,9011,1916,6
52141,12265,114,5
52142,21701,43,10
52143,4309,169,5
52144,18047,1080,8
52145,37140,610,6
52146,7942,1602,7
52147,27889,59,8
52148,18241,439,6
52149,19107,1281,5
52150,49224,57,7
52151,35885,199,3
52152,14167,625,2
52153,11154,1084,2
52154,331,1174,8
52155,38144,729,8
52156,34388,1081,2
52157,19945,860,10
52158,7031,1477,10
52159,45920,918,1
52160,44404,604,6
52161,46143,960,6
52162,31259,1536,6
52163,49938,1724,7
52164,40769,481,6
52165,33797,1091,1
52166,18674,1435,3
52167,47264,1795,8
52168,27917,595,8
52169,13305,415,3
52170,41358,694,5
52171,7173,491,8
52172,13448,458,2
52173,38156,1148,8
52174,10334,333,3
52175,10704,1911,6
52176,17123,1421,3
52177,2143,358,4
52178,48716,854,4
52179,41930,298,6
52180,10923,1759,6
52181,6090,1302,1
52182,1376,524,9
52183,17103,1898,8
52184,22013,1746,6
52185,33348,722,5
52186,47704,603,2
52187,22532,1724,5
52188,18795,1966,1
52189,7307,1331,10
52190,27265,780,1
52191,43062,88,9
52192,8073,1863,2
52193,18455,1968,2
52194,14524,1850,1
52195,40274,1449,9
52196,4849,1522,5
52197,48351,628,8
52198,26281,416,7
52199,30187,1607,4
52200,40021,1439,7
52201,15949,23,3
52202,47824,81,7
52203,6684,1310,7
52204,12065,1379,5
52205,43516,1506,4
52206,26659,1073,9
52207,30827,1266,4
52208,36734,455,5
52209,20051,822,5
52210,32041,1413,3
52211,40034,1202,9
52212,47959,1957,10
52213,21910,625,7
52214,23397,1200,7
52215,25666,1325,7
52216,9214,1097,10
52217,23683,895,4
52218,2672,1135,7
52219,42456,99,1
52220,33206,1239,1
52221,24250,1607,4
52222,26971,1177,10
52223,38309,582,4
52224,33169,29,1
52225,15976,454,9
52226,14804,873,10
52227,45103,1597,10
52228,45579,353,1
52229,24661,32,10
52230,12896,242,4
52231,48683,1465,2
52232,12657,12,5
52233,41144,1402,3
52234,8439,903,7
52235,40953,1982,1
52236,46813,631,9
52237,19810,489,9
52238,3254,1009,7
52239,2869,408,2
52240,8045,55,2
52241,39910,1622,6
52242,33281,1803,2
52243,6583,822,4
52244,35771,822,4
52245,7060,1941,5
52246,42882,132,6
52247,2590,1130,3
52248,8511,1154,4
52249,47605,510,3
52250,18939,694,7
52251,34483,1221,9
52252,22203,890,3
52253,2422,324,4
52254,1340,742,9
52255,35414,1132,6
52256,32967,1377,5
52257,49338,810,4
52258,35560,102,2
52259,45864,212,3
52260,42815,134,6
52261,36611,1596,10
52262,39335,273,7
52263,8530,1078,10
52264,30245,1143,6
52265,16362,292,4
52266,34094,1092,2
52267,3207,1712,5
52268,17858,572,1
52269,2029,7,3
52270,33310,1065,5
52271,39988,1309,2
52272,38945,967,8
52273,29782,1153,1
52274,19488,534,5
52275,46770,1362,1
52276,16234,839,5
52277,7224,771,8
52278,2392,378,5
52279,16507,1827,4
52280,14201,1760,10
52281,16691,240,8
52282,37547,350,3
52283,21510,922,6
52284,28056,536,10
52285,25591,1614,4
52286,40638,424,8
52287,35467,320,2
52288,14563,1112,5
52289,30077,452,9
52290,6743,1006,7
52291,26251,1723,2
52292,7683,1345,8
52293,25464,951,8
52294,40449,923,5
52295,29193,1335,1
52296,39524,1445,10
52297,43564,329,10
52298,10089,1881,9
52299,26524,369,1
52300,42759,450,2
52301,47748,616,9
52302,43894,1267,1
52303,47842,1885,6
52304,17568,1147,9
52305,37952,881,9
52306,41447,1069,1
52307,32102,757,4
52308,36934,222,2
52309,32096,646,6
52310,9316,1218,1
52311,28318,397,4
52312,45464,459,9
52313,25028,859,9
52314,14188,1236,10
52315,31597,1425,6
52316,420,756,6
52317,29729,110,10
52318,7076,1028,9
52319,12900,178,8
52320,24566,1940,2
52321,10146,1056,4
52322,38851,390,1
52323,21189,1911,3
52324,15271,1900,6
52325,14546,1388,1
52326,10524,231,5
52327,6519,1661,4
52328,22333,1599,8
52329,41008,452,10
52330,414,1515,8
52331,27992,517,3
52332,49755,1933,9
52333,37271,1264,4
52334,41179,240,1
52335,36517,836,5
52336,49877,1709,8
52337,18171,797,4
52338,26609,612,4
52339,40007,697,5
52340,29428,637,4
52341,47407,207,2
52342,48985,1017,10
52343,28557,730,7
52344,29601,1893,2
52345,13405,1963,5
52346,6153,1537,8
52347,41971,22,4
52348,10272,1802,10
52349,7739,1842,6
52350,11855,58,8
52351,22640,178,9
52352,18652,611,6
52353,38076,1925,9
52354,36301,366,7
52355,11829,1635,7
52356,35259,1800,8
52357,11906,1904,3
52358,25077,1289,7
52359,24243,577,6
52360,9014,1225,2
52361,11480,1828,2
52362,12520,1239,1
52363,16692,598,5
52364,46278,1555,7
52365,32959,1090,5
52366,20393,358,3
52367,12766,1584,10
52368,33344,434,5
52369,24523,428,3
52370,43450,1886,10
52371,47292,1318,2
52372,48100,15,1
52373,20293,1507,7
52374,41281,14,8
52375,1305,867,9
52376,18125,1826,10
52377,45228,23,4
52378,36114,1290,1
52379,20391,706,9
52380,35986,1587,3
52381,8970,36,3
52382,28259,1127,7
52383,6167,1375,7
52384,46020,896,10
52385,41667,597,9
52386,1802,764,2
52387,11842,218,3
52388,2187,1163,5
52389,10561,964,3
52390,11312,711,8
52391,47078,1325,4
52392,48495,747,1
52393,26500,175,8
52394,48421,1111,3
52395,30688,1598,9
52396,14952,46,5
52397,49041,132,3
52398,9506,1834,5
52399,23150,442,10
52400,32853,579,5
52401,39997,1002,4
52402,25016,1484,10
52403,29101,1249,5
52404,23230,1935,7
52405,44343,1999,1
52406,32740,402,7
52407,30445,1077,8
52408,39513,1565,3
52409,5739,1653,3
52410,11415,629,8
52411,17980,1783,1
52412,30375,392,5
52413,8716,755,9
52414,35992,1316,1
52415,31407,225,6
52416,23418,1515,3
52417,33684,1964,6
52418,31338,663,3
52419,11446,1315,9
52420,48184,1994,10
52421,49987,140,9
52422,44507,262,2
52423,22720,1221,3
52424,26969,1994,4
52425,31669,152,10
52426,49281,1865,2
52427,38211,855,2
52428,44811,703,2
52429,11231,694,1
52430,35711,1365,6
52431,47688,693,6
52432,12052,1451,3
52433,32540,673,5
52434,34858,112,9
52435,5257,1704,10
52436,43233,247,2
52437,9638,1849,10
52438,49092,205,1
52439,19124,277,4
52440,21497,115,10
52441,26803,359,1
52442,29544,366,5
52443,22389,469,3
52444,47689,477,7
52445,34611,509,7
52446,34745,1745,5
52447,23119,1878,4
52448,23717,1763,4
52449,3411,1298,2
52450,21049,325,10
52451,857,632,6
52452,22996,345,1
52453,46891,175,10
52454,30139,407,2
52455,35838,720,7
52456,39865,1139,1
52457,4123,840,1
52458,2849,933,1
52459,33734,164,6
52460,16576,1861,8
52461,14415,1873,9
52462,28404,1288,4
52463,20768,1893,8
52464,20422,586,10
52465,24730,1347,7
52466,26526,563,6
52467,2565,710,7
52468,23936,935,7
52469,34208,1794,10
52470,17680,1126,4
52471,27935,1015,9
52472,2026,610,1
52473,2120,1718,4
52474,3879,1730,2
52475,33503,623,1
52476,35158,992,4
52477,26238,71,8
52478,41715,966,6
52479,15551,919,10
52480,26234,819,1
52481,12058,1214,2
52482,23639,90,9
52483,16282,352,8
52484,18982,1717,3
52485,45075,1433,6
52486,47785,566,7
52487,19770,1513,6
52488,20573,6,2
52489,34827,452,5
52490,43489,227,10
52491,7975,1374,4
52492,39530,1287,1
52493,41548,376,4
52494,17497,1447,6
52495,41859,573,4
52496,12352,947,8
52497,14474,1975,10
52498,26498,1000,3
52499,426,629,6
52500,47042,1981,10
52501,46471,297,5
52502,2701,1864,4
52503,28305,1881,1
52504,42216,1362,6
52505,7457,1148,4
52506,30188,1524,7
52507,42947,220,8
52508,21863,873,9
52509,27817,1679,9
52510,40944,619,10
52511,36251,1227,2
52512,39262,869,8
52513,1244,440,2
52514,29378,1329,4
52515,1380,1218,6
52516,43588,781,5
52517,37386,748,3
52518,29002,673,7
52519,2264,1042,6
52520,17610,1193,8
52521,5633,1411,5
52522,27298,309,5
52523,18787,462,5
52524,25777,1486,9
52525,2216,1825,5
52526,22240,844,3
52527,27304,1888,9
52528,3566,1195,4
52529,26994,854,10
52530,33460,1946,10
52531,36285,589,1
52532,26917,722,2
52533,26967,1548,3
52534,23855,696,3
52535,12371,507,2
52536,41919,1216,3
52537,6393,296,6
52538,48509,1416,8
52539,18873,1163,8
52540,48406,637,2
52541,47019,996,6
52542,33094,272,2
52543,33991,367,9
52544,8502,923,7
52545,3883,1841,4
52546,24833,424,1
52547,16090,55,10
52548,13102,1805,5
52549,24435,784,10
52550,9597,1574,4
52551,14066,1453,6
52552,28114,69,8
52553,15166,899,5
52554,11693,1621,2
52555,47811,199,8
52556,25501,114,8
52557,30518,384,7
52558,29858,1705,8
52559,40887,1211,3
52560,4973,1786,5
52561,23891,52,10
52562,23231,1255,6
52563,28866,1407,3
52564,37006,1636,4
52565,42404,461,9
52566,43151,1961,3
52567,13147,1713,9
52568,42164,281,10
52569,37922,1316,4
52570,7482,1797,1
52571,14502,1864,3
52572,44322,587,10
52573,20954,1238,1
52574,42793,1494,10
52575,22436,1300,9
52576,35252,1612,1
52577,49334,439,1
52578,41499,978,6
52579,43321,1136,1
52580,28800,499,6
52581,9400,50,5
52582,24080,1305,9
52583,11103,785,4
52584,19691,700,6
52585,37944,1500,9
52586,2118,1083,4
52587,5200,484,4
52588,3741,488,1
52589,15329,69,4
52590,46686,115,7
52591,24743,1033,2
52592,38939,1120,4
52593,37857,1862,7
52594,11641,1179,10
52595,42259,1688,6
52596,19457,1402,6
52597,33133,163,5
52598,28052,376,3
52599,43699,867,1
52600,26676,367,6
52601,3549,1074,8
52602,133,1947,2
52603,25424,1427,10
52604,33268,731,2
52605,46714,1897,10
52606,37080,1416,8
52607,21512,812,10
52608,46854,821,5
52609,28720,1730,1
52610,6430,235,3
52611,43890,1903,1
52612,49524,827,1
52613,18962,1216,9
52614,45817,1582,9
52615,36258,1053,7
52616,21261,544,2
52617,44774,318,7
52618,22471,507,9
52619,3999,60,3
52620,49603,825,8
52621,10457,144,6
52622,35120,1266,3
52623,38954,1258,6
52624,1181,629,9
52625,6337,979,10
52626,12476,787,8
52627,45394,1682,7
52628,25025,1391,10
52629,33394,1875,9
52630,26088,1484,1
52631,33722,69,3
52632,33372,690,3
52633,38418,1127,3
52634,39968,905,7
52635,41315,1440,7
52636,22609,277,5
52637,5481,382,10
52638,8423,685,7
52639,43275,1601,10
52640,45680,1482,10
52641,33175,1871,10
52642,23002,47,9
52643,3123,931,1
52644,18838,386,4
52645,40447,1470,5
52646,22420,1593,5
52647,19756,1743,7
52648,14522,736,6
52649,12638,575,9
52650,2314,1868,9
52651,18879,921,6
52652,16995,1184,5
52653,41331,1689,8
52654,30773,11,10
52655,21680,1701,5
52656,28983,986,10
52657,14279,1948,5
52658,32689,1497,1
52659,22412,503,2
52660,24954,444,4
52661,32944,791,1
52662,47388,41,7
52663,36535,650,2
52664,43010,1341,8
52665,39222,1246,1
52666,34490,1178,1
52667,29742,1392,5
52668,3927,596,6
52669,27095,1369,10
52670,31783,302,2
52671,20610,1348,8
52672,28695,142,3
52673,34013,1641,3
52674,25190,343,2
52675,18219,696,3
52676,15826,410,1
52677,40969,1247,9
52678,10360,1432,10
52679,40950,1085,8
52680,43869,1140,10
52681,2523,694,1
52682,47788,26,6
52683,32644,1734,4
52684,26919,1310,8
52685,32939,957,9
52686,26820,1758,6
52687,36247,1641,2
52688,3270,456,10
52689,992,1049,4
52690,18169,965,5
52691,4001,1001,8
52692,33735,1871,9
52693,40566,1363,9
52694,45382,1339,4
52695,19916,325,2
52696,32935,637,3
52697,20522,397,9
52698,37584,1734,8
52699,14644,1704,7
52700,16655,1138,8
52701,44269,1095,8
52702,26675,450,8
52703,39968,697,4
52704,48659,87,1
52705,21011,1361,4
52706,31974,1637,2
52707,27265,1058,8
52708,40846,350,3
52709,11710,1921,4
52710,29114,124,3
52711,34271,426,5
52712,22131,1583,4
52713,48245,1980,7
52714,12230,679,3
52715,36460,1638,4
52716,8830,1887,3
52717,9420,213,7
52718,24265,924,4
52719,22320,784,10
52720,27312,1171,3
52721,27766,1781,3
52722,10840,1032,8
52723,25963,584,4
52724,33561,1505,6
52725,12987,54,2
52726,40387,1577,3
52727,33454,1015,8
52728,2346,992,4
52729,9308,609,5
52730,13830,1153,6
52731,12910,1463,7
52732,4729,672,10
52733,29256,1349,3
52734,6173,1545,5
52735,26352,292,9
52736,42296,1179,2
52737,11908,1114,10
52738,44466,760,2
52739,20303,1549,1
52740,12017,343,9
52741,17803,910,2
52742,31663,165,8
52743,38184,841,7
52744,40236,1993,9
52745,46827,1093,5
52746,37991,225,4
52747,27383,782,8
52748,49812,733,10
52749,21595,1705,10
52750,31906,11,4
52751,26501,757,3
52752,21844,1992,3
52753,1580,1803,6
52754,48469,342,7
52755,3098,1043,3
52756,23415,1545,10
52757,29017,756,9
52758,27126,1951,1
52759,13934,219,5
52760,20413,1555,1
52761,49017,1893,10
52762,25026,170,8
52763,7171,1064,8
52764,9301,827,3
52765,32335,1792,9
52766,29020,720,2
52767,6198,785,8
52768,39658,1409,2
52769,29719,946,7
52770,13813,230,7
52771,29305,288,10
52772,21287,24,2
52773,18519,820,8
52774,43402,872,8
52775,29750,625,1
52776,2737,441,9
52777,2616,1015,8
52778,17895,1599,8
52779,11478,1336,4
52780,22181,465,2
52781,17145,156,3
52782,23619,1404,2
52783,8857,1963,4
52784,7272,100,6
52785,49368,1623,3
52786,13639,620,5
52787,12221,1930,1
52788,44651,198,7
52789,35103,24,3
52790,1954,879,10
52791,29588,1930,4
52792,27477,932,1
52793,2778,684,3
52794,27488,1024,3
52795,13279,1098,8
52796,32151,585,5
52797,786,1344,4
52798,14424,502,3
52799,49585,190,1
52800,8404,1655,5
52801,45606,1984,3
52802,36456,384,7
52803,33724,1147,10
52804,15606,1921,9
52805,9262,1549,2
52806,11586,694,8
52807,46103,463,7
52808,19073,370,5
52809,13824,1276,7
52810,45269,1093,4
52811,34762,1916,9
52812,17918,257,6
52813,4775,483,2
52814,17513,308,1
52815,574,254,10
52816,29613,440,5
52817,30711,1340,6
52818,36522,1267,2
52819,29013,1518,5
52820,5119,1128,4
52821,31828,1862,5
52822,34649,1949,2
52823,37186,1159,6
52824,10442,1300,6
52825,16124,132,7
52826,27792,1661,9
52827,5367,1796,8
52828,44036,195,10
52829,18605,1958,7
52830,18181,12,9
52831,33102,769,2
52832,34632,983,1
52833,49217,1215,2
52834,29722,1350,8
52835,39057,1669,2
52836,48194,943,5
52837,12046,1559,5
52838,11336,1732,7
52839,29185,663,3
52840,23520,1472,10
52841,39951,1224,10
52842,4667,1722,6
52843,14703,265,5
52844,43565,1608,9
52845,37106,318,8
52846,49385,532,5
52847,47212,1067,4
52848,23891,68,9
52849,39703,1386,2
52850,13673,1030,9
52851,27485,1671,10
52852,31384,607,3
52853,39780,714,5
52854,36711,1746,6
52855,40758,1946,8
52856,36100,1249,7
52857,4700,587,9
52858,5504,1679,9
52859,29563,1578,3
52860,35729,1613,5
52861,25635,875,6
52862,11955,721,7
52863,10696,919,4
52864,20135,652,8
52865,42813,621,5
52866,29396,1224,7
52867,7598,1991,9
52868,19976,1630,2
52869,26023,313,8
52870,23361,1290,2
52871,48617,1064,6
52872,3918,1540,5
52873,17473,1240,4
52874,19728,918,10
52875,10292,835,10
52876,13021,499,8
52877,46123,1859,9
52878,33169,1584,3
52879,23133,1568,7
52880,2147,1972,6
52881,13505,1877,1
52882,16049,1769,8
52883,26161,528,1
52884,28092,1981,1
52885,19782,623,9
52886,4263,1449,2
52887,13834,1245,9
52888,5822,218,7
52889,41135,1957,10
52890,20844,416,6
52891,34363,1924,3
52892,38192,80,9
52893,32372,1717,3
52894,2279,1058,8
52895,33850,455,3
52896,17082,1536,3
52897,34328,234,9
52898,3565,1186,4
52899,38665,1017,4
52900,29427,701,3
52901,10464,1539,6
52902,44733,1506,6
52903,2230,472,3
52904,7691,1902,3
52905,14242,825,8
52906,35375,1841,2
52907,30872,1004,7
52908,18965,813,1
52909,27851,1679,8
52910,44605,1982,7
52911,37762,1072,1
52912,13174,1241,10
52913,28686,1913,5
52914,14366,278,6
52915,28298,816,7
52916,26197,717,8
52917,42684,1359,4
52918,1963,63,3
52919,39176,1458,6
52920,2099,1618,3
52921,24723,503,8
52922,49785,151,8
52923,15611,1556,1
52924,44477,239,3
52925,8875,743,7
52926,32723,652,1
52927,40707,592,10
52928,29060,259,4
52929,9312,1864,4
52930,27882,1038,3
52931,16699,1482,8
52932,33683,1574,9
52933,49146,649,2
52934,33511,1020,10
52935,2400,785,5
52936,5607,1598,5
52937,11279,709,3
52938,38923,1919,7
52939,37691,1186,1
52940,30759,1890,3
52941,39439,1467,7
52942,8062,1357,5
52943,6507,1736,7
52944,14497,534,4
52945,45985,1107,5
52946,7772,4,4
52947,11227,607,10
52948,41183,916,2
52949,6824,291,2
52950,15303,785,10
52951,39670,985,5
52952,6199,939,9
52953,8116,1457,1
52954,49911,1042,3
52955,10799,968,7
52956,6746,1373,6
52957,5873,1273,8
52958,25418,262,3
52959,16348,1104,8
52960,10517,938,1
52961,5626,1385,3
52962,30358,125,2
52963,7350,923,10
52964,41238,807,2
52965,13719,484,1
52966,42154,521,1
52967,797,1724,4
52968,42679,1403,7
52969,23856,1650,1
52970,47788,1740,10
52971,40123,1644,7
52972,19154,1308,10
52973,16524,1015,4
52974,21173,1665,4
52975,18611,697,3
52976,31215,1483,7
52977,5668,10,8
52978,14116,504,10
52979,43467,1705,5
52980,7414,1905,1
52981,754,1944,8
52982,10124,1141,2
52983,48673,1663,6
52984,26833,1406,8
52985,7735,464,7
52986,29628,1897,9
52987,27807,1633,7
52988,16312,1403,10
52989,49854,1939,9
52990,29599,1598,4
52991,42288,1731,8
52992,20793,1165,6
52993,11077,872,10
52994,19099,1609,4
52995,47886,223,8
52996,26137,617,1
52997,6706,366,2
52998,43222,62,3
52999,49266,1050,9
53000,24605,670,3
53001,19583,1699,6
53002,39718,770,2
53003,11030,1129,6
53004,38071,882,9
53005,22151,1472,9
53006,44728,1388,6
53007,45572,11,3
53008,47423,138,6
53009,7586,1777,6
53010,36780,789,2
53011,26478,1540,5
53012,14502,1925,9
53013,40595,357,7
53014,23890,1139,4
53015,14944,1345,1
53016,17710,1555,6
53017,5921,214,8
53018,44208,1412,9
53019,41762,442,7
53020,12073,1360,8
53021,1365,68,7
53022,25333,533,1
53023,20159,816,1
53024,22941,1617,10
53025,25731,794,5
53026,31520,1518,2
53027,22853,1088,4
53028,5046,1341,9
53029,27521,1863,10
53030,7873,1383,5
53031,44094,1449,10
53032,17262,560,6
53033,26402,352,10
53034,15572,797,2
53035,29838,156,6
53036,7566,1340,3
53037,11526,1564,4
53038,39853,1349,3
53039,14876,1042,10
53040,6752,1068,3
53041,13950,1947,7
53042,12878,1269,5
53043,10738,262,4
53044,46045,339,9
53045,43469,639,5
53046,33805,753,5
53047,47493,848,4
53048,6091,1457,3
53049,9540,1719,10
53050,27080,223,8
53051,43159,536,2
53052,19679,629,6
53053,14773,1318,4
53054,18655,1923,10
53055,27908,519,6
53056,34074,1247,7
53057,26588,1804,6
53058,2549,286,5
53059,8958,606,3
53060,40748,1228,1
53061,21584,1307,4
53062,25490,1164,3
53063,42040,1494,1
53064,14297,1736,4
53065,2006,1231,8
53066,48312,1873,3
53067,21474,68,10
53068,27083,76,4
53069,19710,154,1
53070,6998,1425,9
53071,31418,1367,10
53072,37713,1751,8
53073,39598,1022,2
53074,36021,321,6
53075,8710,1219,3
53076,1050,1004,5
53077,6192,879,10
53078,57,1030,7
53079,32603,953,1
53080,43624,1312,4
53081,37965,323,3
53082,41605,275,9
53083,791,1038,9
53084,47196,966,5
53085,29543,1272,5
53086,26859,952,7
53087,7282,277,2
53088,14488,401,10
53089,24799,1314,4
53090,41714,914,5
53091,5006,478,8
53092,49046,823,5
53093,32041,1382,7
53094,36032,1517,5
53095,2722,1609,4
53096,1560,1304,3
53097,43883,1960,6
53098,8006,1704,10
53099,9781,1865,7
53100,17393,1152,8
53101,18728,511,10
53102,15777,986,4
53103,25233,111,4
53104,7364,951,10
53105,16831,1594,2
53106,31022,694,8
53107,15480,346,7
53108,24114,1104,4
53109,49126,856,8
53110,22853,1944,2
53111,33474,1590,7
53112,35171,1439,5
53113,21991,1350,1
53114,9432,415,2
53115,2749,1276,3
53116,35405,840,1
53117,5861,1394,2
53118,25590,62,7
53119,39466,1204,4
53120,3080,512,6
53121,22731,1804,4
53122,9717,1003,9
53123,33603,1362,6
53124,38188,1051,7
53125,13284,205,2
53126,47384,150,3
53127,27868,1923,3
53128,38260,1712,1
53129,35778,460,3
53130,21843,1602,9
53131,40650,331,9
53132,9858,200,4
53133,8315,1769,10
53134,37897,1406,2
53135,35277,1558,4
53136,45223,1727,7
53137,48463,258,6
53138,12144,493,10
53139,863,306,8
